"district","county","number_overweight","percent_overweight","number_obese","percent_obese","number_overweight_or_obese","percent_overweight_or_obese","grade_level","number_healthy_weight","percent_healthy_weight","sex","year","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis"
480102,"PUTNAM",64,16.9,77,20.4,141,37.3,"ELEMENTARY",226,0.598,"MALE",2019,91,107,1170,7,2478,1945,2028,158,120,608,1257
480102,"PUTNAM",48,19.6,50,20.4,98,40,"MIDDLE/HIGH",135,0.551,"FEMALE",2019,91,107,1170,7,2478,1945,2028,158,120,608,1257
480102,"PUTNAM",52,19.3,73,27,125,46.3,"MIDDLE/HIGH",140,0.519,"MALE",2019,91,107,1170,7,2478,1945,2028,158,120,608,1257
480401,"PUTNAM",6,10.2,5,8.5,11,18.6,"ELEMENTARY",48,0.814,"FEMALE",2019,31,12,80,1,657,373,421,12,13,99,134
480401,"PUTNAM",6,8.7,5,7.2,11,15.9,"MIDDLE/HIGH",58,0.841,"MALE",2019,31,12,80,1,657,373,421,12,13,99,134
480601,"PUTNAM",42,13.9,51,16.9,93,30.8,"ELEMENTARY",201,0.666,"FEMALE",2019,87,74,1256,4,1561,1450,1616,361,84,411,1212
480601,"PUTNAM",56,17,66,20.1,122,37.1,"ELEMENTARY",195,0.593,"MALE",2019,87,74,1256,4,1561,1450,1616,361,84,411,1212
480601,"PUTNAM",56,25.2,44,19.8,100,45,"MIDDLE/HIGH",117,0.527,"FEMALE",2019,87,74,1256,4,1561,1450,1616,361,84,411,1212
480601,"PUTNAM",41,16.5,54,21.8,95,38.3,"MIDDLE/HIGH",153,0.617,"MALE",2019,87,74,1256,4,1561,1450,1616,361,84,411,1212
490301,"RENSSELAER",85,21.3,56,14,141,35.3,"ELEMENTARY",258,0.647,"FEMALE",2019,274,131,231,8,3225,2038,2050,56,219,587,1037
490301,"RENSSELAER",66,16.9,62,15.9,128,32.7,"ELEMENTARY",263,0.673,"MALE",2019,274,131,231,8,3225,2038,2050,56,219,587,1037
490301,"RENSSELAER",74,25.5,42,14.5,116,40,"MIDDLE/HIGH",174,0.6,"FEMALE",2019,274,131,231,8,3225,2038,2050,56,219,587,1037
490301,"RENSSELAER",62,20.1,52,16.9,114,37,"MIDDLE/HIGH",194,0.63,"MALE",2019,274,131,231,8,3225,2038,2050,56,219,587,1037
491302,"RENSSELAER",44,18.8,26,11.1,70,29.9,"ELEMENTARY",154,0.658,"FEMALE",2019,23,21,90,1,2434,1328,1337,13,96,448,658
491302,"RENSSELAER",39,15.4,34,13.4,73,28.7,"ELEMENTARY",174,0.685,"MALE",2019,23,21,90,1,2434,1328,1337,13,96,448,658
491302,"RENSSELAER",38,20.7,23,12.5,61,33.2,"MIDDLE/HIGH",118,0.641,"FEMALE",2019,23,21,90,1,2434,1328,1337,13,96,448,658
491302,"RENSSELAER",28,13.9,29,14.4,57,28.4,"MIDDLE/HIGH",138,0.687,"MALE",2019,23,21,90,1,2434,1328,1337,13,96,448,658
491700,"RENSSELAER",65,21.2,74,24.2,139,45.4,"ELEMENTARY",158,0.516,"FEMALE",2019,70,1221,774,9,1624,2046,2092,116,440,744,3074
491700,"RENSSELAER",61,16.4,52,13.9,113,30.3,"ELEMENTARY",255,0.684,"MALE",2019,70,1221,774,9,1624,2046,2092,116,440,744,3074
491700,"RENSSELAER",34,15,44,19.5,78,34.5,"MIDDLE/HIGH",142,0.628,"FEMALE",2019,70,1221,774,9,1624,2046,2092,116,440,744,3074
491700,"RENSSELAER",32,12.9,41,16.5,73,29.3,"MIDDLE/HIGH",171,0.687,"MALE",2019,70,1221,774,9,1624,2046,2092,116,440,744,3074
500108,"ROCKLAND",26,12.6,37,18,63,30.6,"ELEMENTARY",137,0.665,"FEMALE",2019,362,159,622,2,1063,1116,1146,151,54,270,603
500108,"ROCKLAND",23,11.8,38,19.5,61,31.3,"ELEMENTARY",134,0.687,"MALE",2019,362,159,622,2,1063,1116,1146,151,54,270,603
500108,"ROCKLAND",26,19.7,20,15.2,46,34.8,"MIDDLE/HIGH",86,0.652,"FEMALE",2019,362,159,622,2,1063,1116,1146,151,54,270,603
500108,"ROCKLAND",19,14.7,17,13.2,36,27.9,"MIDDLE/HIGH",87,0.674,"MALE",2019,362,159,622,2,1063,1116,1146,151,54,270,603
500201,"ROCKLAND",146,16.2,167,18.6,313,34.8,"ELEMENTARY",546,0.607,"FEMALE",2019,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
500201,"ROCKLAND",155,15.8,211,21.6,366,37.4,"ELEMENTARY",572,0.584,"MALE",2019,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
500201,"ROCKLAND",121,19.7,115,18.7,236,38.4,"MIDDLE/HIGH",366,0.596,"FEMALE",2019,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
500201,"ROCKLAND",123,18.4,135,20.2,258,38.7,"MIDDLE/HIGH",380,0.57,"MALE",2019,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
500301,"ROCKLAND",40,15.1,37,14,77,29.1,"ELEMENTARY",181,0.683,"FEMALE",2019,249,58,525,1,2047,1529,1482,146,131,333,456
500301,"ROCKLAND",38,13.7,27,9.7,65,23.4,"ELEMENTARY",202,0.727,"MALE",2019,249,58,525,1,2047,1529,1482,146,131,333,456
500301,"ROCKLAND",43,17.7,28,11.5,71,29.2,"MIDDLE/HIGH",163,0.671,"FEMALE",2019,249,58,525,1,2047,1529,1482,146,131,333,456
500301,"ROCKLAND",46,18,53,20.8,99,38.8,"MIDDLE/HIGH",147,0.576,"MALE",2019,249,58,525,1,2047,1529,1482,146,131,333,456
500308,"ROCKLAND",28,13.7,18,8.8,46,22.4,"ELEMENTARY",154,0.751,"FEMALE",2019,117,36,343,1,1832,1160,1221,83,52,276,338
500308,"ROCKLAND",46,19.5,17,7.2,63,26.7,"ELEMENTARY",166,0.703,"MALE",2019,117,36,343,1,1832,1160,1221,83,52,276,338
500308,"ROCKLAND",28,14.7,13,6.8,41,21.5,"MIDDLE/HIGH",144,0.754,"FEMALE",2019,117,36,343,1,1832,1160,1221,83,52,276,338
500308,"ROCKLAND",35,21.2,21,12.7,56,33.9,"MIDDLE/HIGH",104,0.63,"MALE",2019,117,36,343,1,1832,1160,1221,83,52,276,338
510401,"ST. LAWRENCE",5,13.9,8,22.2,13,36.1,"ELEMENTARY",23,0.639,"FEMALE",2019,4,3,5,2,260,144,139,0,9,57,202
512201,"ST. LAWRENCE",21,19.8,25,23.6,46,43.4,"ELEMENTARY",60,0.566,"FEMALE",2019,6,3,10,6,951,496,491,0,11,130,562
512201,"ST. LAWRENCE",18,16.5,32,29.4,50,45.9,"ELEMENTARY",59,0.541,"MALE",2019,6,3,10,6,951,496,491,0,11,130,562
512201,"ST. LAWRENCE",16,22.9,26,37.1,42,60,"MIDDLE/HIGH",28,0.4,"FEMALE",2019,6,3,10,6,951,496,491,0,11,130,562
512201,"ST. LAWRENCE",9,11.1,33,40.7,42,51.9,"MIDDLE/HIGH",39,0.481,"MALE",2019,6,3,10,6,951,496,491,0,11,130,562
520401,"SARATOGA",20,16.5,18,14.9,38,31.4,"ELEMENTARY",78,0.645,"FEMALE",2019,3,3,18,2,1088,554,589,1,29,121,552
520401,"SARATOGA",20,15.7,18,14.2,38,29.9,"ELEMENTARY",84,0.661,"MALE",2019,3,3,18,2,1088,554,589,1,29,121,552
520401,"SARATOGA",19,22.6,16,19,35,41.7,"MIDDLE/HIGH",49,0.583,"FEMALE",2019,3,3,18,2,1088,554,589,1,29,121,552
520401,"SARATOGA",8,10.3,20,25.6,28,35.9,"MIDDLE/HIGH",50,0.641,"MALE",2019,3,3,18,2,1088,554,589,1,29,121,552
521401,"SARATOGA",74,20.9,42,11.9,116,32.8,"ELEMENTARY",220,0.621,"FEMALE",2019,22,24,116,2,2778,1441,1586,10,85,404,1079
521401,"SARATOGA",65,15.9,60,14.7,125,30.6,"ELEMENTARY",265,0.65,"MALE",2019,22,24,116,2,2778,1441,1586,10,85,404,1079
521401,"SARATOGA",46,22.3,40,19.4,86,41.7,"MIDDLE/HIGH",112,0.544,"FEMALE",2019,22,24,116,2,2778,1441,1586,10,85,404,1079
521401,"SARATOGA",27,13,35,16.9,62,30,"MIDDLE/HIGH",129,0.623,"MALE",2019,22,24,116,2,2778,1441,1586,10,85,404,1079
521800,"SARATOGA",85,13,56,8.6,141,21.6,"ELEMENTARY",485,0.743,"FEMALE",2019,129,106,250,1,5623,3142,3227,67,260,682,1508
521800,"SARATOGA",89,13.4,77,11.6,166,25,"ELEMENTARY",479,0.722,"MALE",2019,129,106,250,1,5623,3142,3227,67,260,682,1508
521800,"SARATOGA",82,17.1,60,12.5,142,29.6,"MIDDLE/HIGH",329,0.685,"FEMALE",2019,129,106,250,1,5623,3142,3227,67,260,682,1508
521800,"SARATOGA",61,13.1,63,13.5,124,26.6,"MIDDLE/HIGH",329,0.704,"MALE",2019,129,106,250,1,5623,3142,3227,67,260,682,1508
530301,"SCHENECTADY",48,13.3,22,6.1,70,19.4,"ELEMENTARY",277,0.769,"FEMALE",2019,694,196,234,10,2946,2056,2230,118,206,459,675
530301,"SCHENECTADY",60,15.2,44,11.2,104,26.4,"ELEMENTARY",281,0.713,"MALE",2019,694,196,234,10,2946,2056,2230,118,206,459,675
530301,"SCHENECTADY",46,17.4,16,6,62,23.4,"MIDDLE/HIGH",197,0.743,"FEMALE",2019,694,196,234,10,2946,2056,2230,118,206,459,675
530301,"SCHENECTADY",36,13.7,28,10.7,64,24.4,"MIDDLE/HIGH",183,0.698,"MALE",2019,694,196,234,10,2946,2056,2230,118,206,459,675
530515,"SCHENECTADY",36,14.4,55,22,91,36.4,"ELEMENTARY",152,0.608,"FEMALE",2019,99,128,248,9,2130,1379,1420,34,185,382,1258
530515,"SCHENECTADY",38,12.7,53,17.7,91,30.4,"ELEMENTARY",195,0.652,"MALE",2019,99,128,248,9,2130,1379,1420,34,185,382,1258
530515,"SCHENECTADY",37,19,54,27.7,91,46.7,"MIDDLE/HIGH",99,0.508,"FEMALE",2019,99,128,248,9,2130,1379,1420,34,185,382,1258
530515,"SCHENECTADY",39,18.7,62,29.7,101,48.3,"MIDDLE/HIGH",103,0.493,"MALE",2019,99,128,248,9,2130,1379,1420,34,185,382,1258
550101,"SCHUYLER",12,14,8,9.3,20,23.3,"ELEMENTARY",66,0.767,"FEMALE",2019,4,2,13,2,746,370,427,0,30,108,394
550101,"SCHUYLER",13,16.3,8,10,21,26.3,"ELEMENTARY",59,0.738,"MALE",2019,4,2,13,2,746,370,427,0,30,108,394
560701,"SENECA",32,32.7,14,14.3,46,46.9,"ELEMENTARY",52,0.531,"FEMALE",2019,27,33,75,21,1016,595,634,12,57,155,622
560701,"SENECA",22,17.2,21,16.4,43,33.6,"ELEMENTARY",79,0.617,"MALE",2019,27,33,75,21,1016,595,634,12,57,155,622
560701,"SENECA",12,14.1,18,21.2,30,35.3,"MIDDLE/HIGH",55,0.647,"FEMALE",2019,27,33,75,21,1016,595,634,12,57,155,622
560701,"SENECA",19,21.8,28,32.2,47,54,"MIDDLE/HIGH",40,0.46,"MALE",2019,27,33,75,21,1016,595,634,12,57,155,622
570302,"STEUBEN",36,20.8,33,19.1,69,39.9,"ELEMENTARY",104,0.601,"FEMALE",2019,3,35,15,1,1485,763,784,2,8,203,842
570302,"STEUBEN",33,16.5,43,21.5,76,38,"ELEMENTARY",117,0.585,"MALE",2019,3,35,15,1,1485,763,784,2,8,203,842
570302,"STEUBEN",17,16.2,27,25.7,44,41.9,"MIDDLE/HIGH",61,0.581,"FEMALE",2019,3,35,15,1,1485,763,784,2,8,203,842
570302,"STEUBEN",15,13.8,38,34.9,53,48.6,"MIDDLE/HIGH",56,0.514,"MALE",2019,3,35,15,1,1485,763,784,2,8,203,842
571800,"STEUBEN",23,14,34,20.7,57,34.8,"ELEMENTARY",101,0.616,"FEMALE",2019,18,63,72,1,1372,817,801,33,92,290,837
571800,"STEUBEN",20,12.4,32,19.9,52,32.3,"ELEMENTARY",101,0.627,"MALE",2019,18,63,72,1,1372,817,801,33,92,290,837
571800,"STEUBEN",21,21.4,21,21.4,42,42.9,"MIDDLE/HIGH",56,0.571,"FEMALE",2019,18,63,72,1,1372,817,801,33,92,290,837
571800,"STEUBEN",27,19,37,26.1,64,45.1,"MIDDLE/HIGH",78,0.549,"MALE",2019,18,63,72,1,1372,817,801,33,92,290,837
571901,"STEUBEN",8,19,7,16.7,15,35.7,"ELEMENTARY",27,0.643,"MALE",2019,6,2,20,2,444,223,253,9,2,55,223
572301,"STEUBEN",6,13.3,14,31.1,20,44.4,"ELEMENTARY",25,0.556,"FEMALE",2019,2,7,4,1,358,197,191,0,16,67,182
572301,"STEUBEN",5,21.7,6,26.1,11,47.8,"MIDDLE/HIGH",12,0.522,"MALE",2019,2,7,4,1,358,197,191,0,16,67,182
572702,"STEUBEN",8,25.8,6,19.4,14,45.2,"ELEMENTARY",17,0.548,"MALE",2019,1,1,3,1,412,195,226,0,3,85,199
572702,"STEUBEN",7,20,5,14.3,12,34.3,"MIDDLE/HIGH",23,0.657,"FEMALE",2019,1,1,3,1,412,195,226,0,3,85,199
580101,"SUFFOLK",12,8.6,16,11.5,28,20.1,"ELEMENTARY",106,0.763,"FEMALE",2019,53,49,236,1,1179,768,786,38,36,197,230
580101,"SUFFOLK",23,14.2,17,10.5,40,24.7,"ELEMENTARY",122,0.753,"MALE",2019,53,49,236,1,1179,768,786,38,36,197,230
580101,"SUFFOLK",32,26.7,17,14.2,49,40.8,"MIDDLE/HIGH",71,0.592,"FEMALE",2019,53,49,236,1,1179,768,786,38,36,197,230
580101,"SUFFOLK",26,21.3,13,10.7,39,32,"MIDDLE/HIGH",76,0.623,"MALE",2019,53,49,236,1,1179,768,786,38,36,197,230
580103,"SUFFOLK",62,14.5,86,20.1,148,34.6,"ELEMENTARY",259,0.605,"FEMALE",2019,271,1085,1402,18,1636,2208,2341,302,137,663,2182
580103,"SUFFOLK",55,13,88,20.8,143,33.7,"ELEMENTARY",262,0.618,"MALE",2019,271,1085,1402,18,1636,2208,2341,302,137,663,2182
580103,"SUFFOLK",56,20.4,67,24.4,123,44.7,"MIDDLE/HIGH",139,0.505,"FEMALE",2019,271,1085,1402,18,1636,2208,2341,302,137,663,2182
580103,"SUFFOLK",46,17.6,66,25.2,112,42.7,"MIDDLE/HIGH",145,0.553,"MALE",2019,271,1085,1402,18,1636,2208,2341,302,137,663,2182
580106,"SUFFOLK",57,16,91,25.6,148,41.6,"ELEMENTARY",193,0.542,"FEMALE",2019,40,1097,1703,22,147,1459,1649,637,99,403,2277
580106,"SUFFOLK",62,15.6,95,23.9,157,39.5,"ELEMENTARY",228,0.574,"MALE",2019,40,1097,1703,22,147,1459,1649,637,99,403,2277
580106,"SUFFOLK",35,19.2,45,24.7,80,44,"MIDDLE/HIGH",92,0.505,"FEMALE",2019,40,1097,1703,22,147,1459,1649,637,99,403,2277
580106,"SUFFOLK",30,15.5,47,24.4,77,39.9,"MIDDLE/HIGH",108,0.56,"MALE",2019,40,1097,1703,22,147,1459,1649,637,99,403,2277
580107,"SUFFOLK",52,14.2,75,20.5,127,34.7,"ELEMENTARY",225,0.615,"FEMALE",2019,550,795,1086,4,1454,1952,2063,262,126,609,1913
580107,"SUFFOLK",49,13.8,72,20.2,121,34,"ELEMENTARY",224,0.629,"MALE",2019,550,795,1086,4,1454,1952,2063,262,126,609,1913
580107,"SUFFOLK",30,16.7,39,21.7,69,38.3,"MIDDLE/HIGH",106,0.589,"FEMALE",2019,550,795,1086,4,1454,1952,2063,262,126,609,1913
580107,"SUFFOLK",40,18.9,43,20.3,83,39.2,"MIDDLE/HIGH",124,0.585,"MALE",2019,550,795,1086,4,1454,1952,2063,262,126,609,1913
580203,"SUFFOLK",49,14.2,76,22,125,36.1,"ELEMENTARY",215,0.621,"FEMALE",2019,105,125,1177,9,2227,1911,1859,264,127,591,1336
580203,"SUFFOLK",43,14.6,55,18.6,98,33.2,"ELEMENTARY",197,0.668,"MALE",2019,105,125,1177,9,2227,1911,1859,264,127,591,1336
580203,"SUFFOLK",36,17.9,44,21.9,80,39.8,"MIDDLE/HIGH",121,0.602,"FEMALE",2019,105,125,1177,9,2227,1911,1859,264,127,591,1336
580203,"SUFFOLK",33,16.5,63,31.5,96,48,"MIDDLE/HIGH",99,0.495,"MALE",2019,105,125,1177,9,2227,1911,1859,264,127,591,1336
580205,"SUFFOLK",212,17,211,16.9,423,33.9,"ELEMENTARY",798,0.639,"FEMALE",2019,771,424,2221,28,8826,6207,6395,343,332,2177,3445
580205,"SUFFOLK",227,17.1,244,18.3,471,35.4,"ELEMENTARY",819,0.616,"MALE",2019,771,424,2221,28,8826,6207,6395,343,332,2177,3445
580205,"SUFFOLK",155,19.3,126,15.7,281,34.9,"MIDDLE/HIGH",503,0.625,"FEMALE",2019,771,424,2221,28,8826,6207,6395,343,332,2177,3445
580205,"SUFFOLK",180,21.8,184,22.2,364,44,"MIDDLE/HIGH",438,0.53,"MALE",2019,771,424,2221,28,8826,6207,6395,343,332,2177,3445
580206,"SUFFOLK",12,11.1,8,7.4,20,18.5,"ELEMENTARY",88,0.815,"FEMALE",2019,91,6,117,2,800,512,540,33,36,178,77
580206,"SUFFOLK",11,11.5,11,11.5,22,22.9,"ELEMENTARY",74,0.771,"MALE",2019,91,6,117,2,800,512,540,33,36,178,77
580206,"SUFFOLK",12,18.2,8,12.1,20,30.3,"MIDDLE/HIGH",46,0.697,"FEMALE",2019,91,6,117,2,800,512,540,33,36,178,77
580206,"SUFFOLK",15,17.4,14,16.3,29,33.7,"MIDDLE/HIGH",57,0.663,"MALE",2019,91,6,117,2,800,512,540,33,36,178,77
580207,"SUFFOLK",29,15,19,9.8,48,24.9,"ELEMENTARY",138,0.715,"FEMALE",2019,131,29,180,1,1796,1039,1128,15,30,299,223
580207,"SUFFOLK",38,15.1,31,12.4,69,27.5,"ELEMENTARY",175,0.697,"MALE",2019,131,29,180,1,1796,1039,1128,15,30,299,223
580207,"SUFFOLK",29,16.9,19,11,48,27.9,"MIDDLE/HIGH",119,0.692,"FEMALE",2019,131,29,180,1,1796,1039,1128,15,30,299,223
580207,"SUFFOLK",31,16.8,22,12,53,28.8,"MIDDLE/HIGH",124,0.674,"MALE",2019,131,29,180,1,1796,1039,1128,15,30,299,223
580211,"SUFFOLK",130,17,105,13.7,235,30.8,"ELEMENTARY",506,0.662,"FEMALE",2019,767,464,2391,3,5665,4645,4911,596,266,1458,3705
580211,"SUFFOLK",119,15.6,136,17.9,255,33.5,"ELEMENTARY",481,0.632,"MALE",2019,767,464,2391,3,5665,4645,4911,596,266,1458,3705
580211,"SUFFOLK",111,18.6,92,15.4,203,34,"MIDDLE/HIGH",361,0.605,"FEMALE",2019,767,464,2391,3,5665,4645,4911,596,266,1458,3705
580211,"SUFFOLK",132,18.5,171,23.9,303,42.4,"MIDDLE/HIGH",363,0.508,"MALE",2019,767,464,2391,3,5665,4645,4911,596,266,1458,3705
580224,"SUFFOLK",127,15.2,160,19.1,287,34.3,"ELEMENTARY",530,0.634,"FEMALE",2019,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
580224,"SUFFOLK",141,15.9,197,22.2,338,38.1,"ELEMENTARY",528,0.595,"MALE",2019,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
580224,"SUFFOLK",103,19.3,142,26.6,245,46,"MIDDLE/HIGH",277,0.52,"FEMALE",2019,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
580224,"SUFFOLK",88,17.2,170,33.3,258,50.5,"MIDDLE/HIGH",245,0.479,"MALE",2019,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
580232,"SUFFOLK",195,20.8,181,19.3,376,40,"ELEMENTARY",537,0.572,"FEMALE",2019,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
580232,"SUFFOLK",194,18.1,285,26.7,479,44.8,"ELEMENTARY",554,0.518,"MALE",2019,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
580232,"SUFFOLK",125,18,199,28.7,324,46.7,"MIDDLE/HIGH",359,0.517,"FEMALE",2019,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
580232,"SUFFOLK",116,17,176,25.8,292,42.9,"MIDDLE/HIGH",367,0.539,"MALE",2019,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
580233,"SUFFOLK",19,13.6,18,12.9,37,26.4,"ELEMENTARY",98,0.7,"FEMALE",2019,21,75,259,59,1149,750,814,87,1,298,363
580233,"SUFFOLK",25,16.2,34,22.1,59,38.3,"ELEMENTARY",95,0.617,"MALE",2019,21,75,259,59,1149,750,814,87,1,298,363
580233,"SUFFOLK",20,13.5,31,20.9,51,34.5,"MIDDLE/HIGH",89,0.601,"FEMALE",2019,21,75,259,59,1149,750,814,87,1,298,363
580233,"SUFFOLK",18,15.8,28,24.6,46,40.4,"MIDDLE/HIGH",58,0.509,"MALE",2019,21,75,259,59,1149,750,814,87,1,298,363
580235,"SUFFOLK",77,18.4,55,13.2,132,31.6,"ELEMENTARY",276,0.66,"FEMALE",2019,75,699,1689,16,1557,2006,2185,0,155,599,2553
580235,"SUFFOLK",88,22.6,54,13.9,142,36.5,"ELEMENTARY",236,0.607,"MALE",2019,75,699,1689,16,1557,2006,2185,0,155,599,2553
580235,"SUFFOLK",55,23.3,41,17.4,96,40.7,"MIDDLE/HIGH",132,0.559,"FEMALE",2019,75,699,1689,16,1557,2006,2185,0,155,599,2553
580235,"SUFFOLK",54,19.1,52,18.4,106,37.6,"MIDDLE/HIGH",167,0.592,"MALE",2019,75,699,1689,16,1557,2006,2185,0,155,599,2553
580404,"SUFFOLK",74,15.4,42,8.8,116,24.2,"ELEMENTARY",354,0.739,"FEMALE",2019,150,39,641,3,4110,2423,2652,167,132,795,797
580404,"SUFFOLK",85,17,63,12.6,148,29.5,"ELEMENTARY",324,0.647,"MALE",2019,150,39,641,3,4110,2423,2652,167,132,795,797
580404,"SUFFOLK",77,18.1,43,10.1,120,28.2,"MIDDLE/HIGH",295,0.694,"FEMALE",2019,150,39,641,3,4110,2423,2652,167,132,795,797
580404,"SUFFOLK",74,17.3,61,14.3,135,31.5,"MIDDLE/HIGH",277,0.647,"MALE",2019,150,39,641,3,4110,2423,2652,167,132,795,797
580405,"SUFFOLK",121,16.5,67,9.1,188,25.6,"ELEMENTARY",520,0.708,"FEMALE",2019,1365,953,998,20,4120,3810,4019,221,373,1464,1670
580405,"SUFFOLK",93,11.9,110,14.1,203,26,"ELEMENTARY",534,0.684,"MALE",2019,1365,953,998,20,4120,3810,4019,221,373,1464,1670
580405,"SUFFOLK",108,18.5,61,10.4,169,28.9,"MIDDLE/HIGH",404,0.692,"FEMALE",2019,1365,953,998,20,4120,3810,4019,221,373,1464,1670
580405,"SUFFOLK",91,14.9,95,15.5,186,30.4,"MIDDLE/HIGH",394,0.645,"MALE",2019,1365,953,998,20,4120,3810,4019,221,373,1464,1670
580406,"SUFFOLK",36,16.7,13,6,49,22.7,"ELEMENTARY",161,0.745,"FEMALE",2019,168,130,435,3,2173,1488,1540,105,119,458,488
580406,"SUFFOLK",39,15.2,23,8.9,62,24.1,"ELEMENTARY",188,0.732,"MALE",2019,168,130,435,3,2173,1488,1540,105,119,458,488
580406,"SUFFOLK",35,14.6,18,7.5,53,22.1,"MIDDLE/HIGH",181,0.754,"FEMALE",2019,168,130,435,3,2173,1488,1540,105,119,458,488
580406,"SUFFOLK",30,13.3,27,11.9,57,25.2,"MIDDLE/HIGH",155,0.686,"MALE",2019,168,130,435,3,2173,1488,1540,105,119,458,488
580502,"SUFFOLK",32,16,39,19.5,71,35.5,"ELEMENTARY",122,0.61,"FEMALE",2019,129,145,804,3,1553,1379,1347,149,92,394,903
580502,"SUFFOLK",30,13,39,17,69,30,"ELEMENTARY",156,0.678,"MALE",2019,129,145,804,3,1553,1379,1347,149,92,394,903
580502,"SUFFOLK",33,14.7,19,8.4,52,23.1,"MIDDLE/HIGH",168,0.747,"FEMALE",2019,129,145,804,3,1553,1379,1347,149,92,394,903
580502,"SUFFOLK",46,18.8,20,8.2,66,26.9,"MIDDLE/HIGH",172,0.702,"MALE",2019,129,145,804,3,1553,1379,1347,149,92,394,903
580503,"SUFFOLK",56,13.9,64,15.9,120,29.8,"ELEMENTARY",275,0.682,"FEMALE",2019,102,81,687,5,2655,1733,1895,77,98,579,872
580503,"SUFFOLK",68,17.3,82,20.9,150,38.3,"ELEMENTARY",226,0.577,"MALE",2019,102,81,687,5,2655,1733,1895,77,98,579,872
580503,"SUFFOLK",47,18.2,27,10.5,74,28.7,"MIDDLE/HIGH",177,0.686,"FEMALE",2019,102,81,687,5,2655,1733,1895,77,98,579,872
580503,"SUFFOLK",59,19.3,58,19,117,38.2,"MIDDLE/HIGH",173,0.565,"MALE",2019,102,81,687,5,2655,1733,1895,77,98,579,872
580506,"SUFFOLK",5,4.9,13,12.7,18,17.6,"ELEMENTARY",51,0.5,"FEMALE",2019,295,115,424,4,2367,1552,1728,109,75,467,565
580506,"SUFFOLK",6,5.8,19,18.3,25,24,"ELEMENTARY",48,0.462,"MALE",2019,295,115,424,4,2367,1552,1728,109,75,467,565
580506,"SUFFOLK",38,21,20,11,58,32,"MIDDLE/HIGH",118,0.652,"FEMALE",2019,295,115,424,4,2367,1552,1728,109,75,467,565
580506,"SUFFOLK",23,11.7,28,14.3,51,26,"MIDDLE/HIGH",137,0.699,"MALE",2019,295,115,424,4,2367,1552,1728,109,75,467,565
580509,"SUFFOLK",49,13.9,54,15.3,103,29.2,"ELEMENTARY",241,0.683,"FEMALE",2019,77,15,506,2,3395,1951,2154,26,110,638,652
580509,"SUFFOLK",69,17.1,68,16.9,137,34,"ELEMENTARY",259,0.643,"MALE",2019,77,15,506,2,3395,1951,2154,26,110,638,652
580509,"SUFFOLK",60,19,50,15.9,110,34.9,"MIDDLE/HIGH",200,0.635,"FEMALE",2019,77,15,506,2,3395,1951,2154,26,110,638,652
580509,"SUFFOLK",49,16,53,17.3,102,33.3,"MIDDLE/HIGH",198,0.647,"MALE",2019,77,15,506,2,3395,1951,2154,26,110,638,652
580602,"SUFFOLK",103,19.6,110,20.9,213,40.5,"ELEMENTARY",306,0.582,"FEMALE",2019,69,565,3341,8,1983,2928,3143,0,105,841,0
580602,"SUFFOLK",94,18.7,146,29.1,240,47.8,"ELEMENTARY",252,0.502,"MALE",2019,69,565,3341,8,1983,2928,3143,0,105,841,0
580602,"SUFFOLK",67,18.6,69,19.1,136,37.7,"MIDDLE/HIGH",225,0.623,"FEMALE",2019,69,565,3341,8,1983,2928,3143,0,105,841,0
580602,"SUFFOLK",77,20.4,85,22.5,162,43,"MIDDLE/HIGH",205,0.544,"MALE",2019,69,565,3341,8,1983,2928,3143,0,105,841,0
580801,"SUFFOLK",74,12.8,78,13.5,152,26.3,"ELEMENTARY",405,0.701,"FEMALE",2019,515,118,832,14,6747,4174,4220,134,168,1281,843
580801,"SUFFOLK",81,14,86,14.8,167,28.8,"ELEMENTARY",398,0.686,"MALE",2019,515,118,832,14,6747,4174,4220,134,168,1281,843
580801,"SUFFOLK",99,18.4,59,11,158,29.4,"MIDDLE/HIGH",361,0.672,"FEMALE",2019,515,118,832,14,6747,4174,4220,134,168,1281,843
580801,"SUFFOLK",89,16,82,14.8,171,30.8,"MIDDLE/HIGH",364,0.656,"MALE",2019,515,118,832,14,6747,4174,4220,134,168,1281,843
580913,"SUFFOLK",15,28.8,5,9.6,20,38.5,"ELEMENTARY",32,0.615,"FEMALE",2019,8,9,165,7,68,139,128,0,10,32,0
580913,"SUFFOLK",25,62.5,5,12.5,30,75,"ELEMENTARY",10,0.25,"MALE",2019,8,9,165,7,68,139,128,0,10,32,0
